Ngày; close 
13/09/2022;1.272,48
14/09/2022;1.260,88
15/09/2022;1.262,82
16/09/2022;1.252,78
19/09/2022;1.229,88
20/09/2022;1.241,07
21/09/2022;1.228,20
22/09/2022;1.228,94
23/09/2022;1.215,41
26/09/2022;1.187,22
27/09/2022;1.182,46
28/09/2022;1.160,66
29/09/2022;1.147,44
30/09/2022;1.152,01
03/10/2022;1.102,00
04/10/2022;1.097,72
05/10/2022;1.117,38
06/10/2022;1.081,36
07/10/2022;1.039,54
10/10/2022;1.038,93
11/10/2022;1.001,68
12/10/2022;1.034,93
13/10/2022;1.051,24
14/10/2022;1.061,39
17/10/2022;1.047,20
18/10/2022;1.059,06
19/10/2022;1.053,65
20/10/2022;1.053,26
21/10/2022;1.010,57
24/10/2022;973,88
25/10/2022;991,52
26/10/2022;990,41
27/10/2022;1.028,50
28/10/2022;1.029,49
31/10/2022;1.026,84
01/11/2022;1.038,09
02/11/2022;1.025,18
03/11/2022;1.023,80
04/11/2022;997,92
07/11/2022;972,85
08/11/2022;980,09
09/11/2022;979,68
10/11/2022;936,8
11/11/2022;948,86
14/11/2022;936,31
15/11/2022;904,77
16/11/2022;940,29
17/11/2022;971,04
18/11/2022;971,2
21/11/2022;956,89
22/11/2022;945,54
23/11/2022;938,73
24/11/2022;940,76
25/11/2022;967,49
28/11/2022;1.004,34
29/11/2022;1.029,04
30/11/2022;1.049,21
01/12/2022;1.042,64
02/12/2022;1.092,99
05/12/2022;1.110,94
06/12/2022;1.054,06
07/12/2022;1.047,58
08/12/2022;1.062,73
09/12/2022;1.065,08
12/12/2022;1.037,42
13/12/2022;1.056,43
14/12/2022;1.056,17
15/12/2022;1.068,08
16/12/2022;1.064,07
19/12/2022;1.050,22
20/12/2022;1.029,79
21/12/2022;1.033,10
22/12/2022;1.038,34
23/12/2022;1.034,13
26/12/2022;987,77
27/12/2022;1.007,36
28/12/2022;1.013,95
29/12/2022;1.008,30
30/12/2022;1.005,19
03/01/2023;1.047,25
04/01/2023;1.050,15
05/01/2023;1.061,90
06/01/2023;1.057,40
09/01/2023;1.061,14
10/01/2023;1.060,53
11/01/2023;1.065,22
12/01/2023;1.066,24
13/01/2023;1.069,86
16/01/2023;1.075,71
17/01/2023;1.103,73
18/01/2023;1.115,72
19/01/2023;1.121,92
27/01/2023;1.130,65
30/01/2023;1.113,95
31/01/2023;1.125,07
01/02/2023;1.088,09
02/02/2023;1.093,48
